source,place,comment
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We loved Southern Rock hole! The walk is challenging but so worth it. You can walk both ways or catch the ferry or do a walk/ferry combo! A very special place!
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"The most amazing, scenic park/walk I have ever experienced. Friendly Rangers, information centre staff and great place for a coffee before heading out."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Hands down this is the best national park in the country. From the cleanliness of the park. The walk ways a well maintained and signed. We were these over the Easter break and everything was open and ready and running. We enjoyed a boat tour and a range or walks to the various water holes. This place you have to visit.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),So much to see!! Nature at it's best. Not many places as pretty as this in the world left to enjoy!!!
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),This has been a massive highlight! 20 minute Helicopter flight over the 3 Gorges. Book and pay at Nitmiluk info Centre. Only $105. We flew with the windows out which made it so much better. Scenery is jaw dropping and our pilot Matthew was informative and funny. 10/10
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Drove to the park to see Katherine Gorge and stayed a bit. It is typical of the parks in NT - well laid out and really natural. As we walked around we saw trees fiull of fruit bats. There are salt water crocs here just now as the water was high enough in the ""wet"" for them to get in. The day we were there they caught a 5meter ""saltie"". Local crocks are much smaller."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"You'll be drawn to the majestic beauty and sheer size of the spectacular Katherine Gorge. Located on the lands of the Jawoyn people, rock art sites dot the park and dreaming stories bring the silent gorge walls to life. You can learn about the Jawoyn people's association with the land at the Nitmiluk Centre or by taking a boat cruise of the first few gorges. Take sunrise or sunset cruises and see the gorge turn all shades of mauve and red. There are canoes for hire or you can get a permit to use your own canoe from the Nitmiluk National Park Visitor Centre."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Enjoyed a 2 hour trip in 2 Gorges, im blown away just how amazing the gorge is, the guide taking us was very informative and even gave us a good laugh. I would recommend going on a cruise as it is really worth it. I will be back in the dry season for sure"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),Went on a boat trip up the 2 gorges and went for a swim. It is absolutely stunning. It is no wonder this is a special place
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),we had the most amazing 3 nights camping here in the national Park and also enjoyed the two gorge cruise while we were here...a truely breathtaking experience that was a highlight of our adventure. The staff that run the National park were extremely helpful and accomodating to our additional needs and went out of their way to help us enjoy a magical few days here Thank you
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"The Katherine Gorge boat trip is one of the NT highlights and should not be missed. If walking is not your strengths, select the two gorge trip (a short walk between gorge one and two). The scenery is spectacular and presents many opportunities for photographers.(watch out for the dark/light contrasts !). The boat trips are well organised and the comentry is very informative. In summer go in the morning or late afternoon."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"Loved the cruise between the two gorges, but safety was an issue on the second gorge, as there was no handrails to pull yourself up from the boat to the land, this late in the dry season. There was no one to help people up from the boat either. It was a huge step up, probably better to have been a bum on the step first, then trying to step up and take a fall. Needs to be looked into before someone gets seriously hurt and there is trouble."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We spent 5 days travelling through this wonderful area! From the ancient rock paintings of Ubirr to the many waterfalls, swimming holes and the historical outback pub at Grove Hill and the spectacular Katerine Gorge! An amazing experience!"
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We took the Nitmiluk Gorge Cruise and were stunned by the beauty of this place, Tour was informative and comfortable. Recommended."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"We did Edith Falls and Katherine Gorge in Nitmiluk National Park recently. The park has a great visitors centre, lots of hikes for all levels of fitness and experience plus lots and lots of wildlife which is great and will approach you. We did a cruise since we had the time to spare on our second jaunt into the area and we made sure to moon them when we saw them on the other day, because we are mature like that and some people cheered haha. Great National Park."
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We stayed in this beautiful national Park in July for 3 nights in our own car. The national park is really stunning and I would defenetly recommend a boat tour to the third gorge. We also ate once on the campground in the pool area. Beautiful and cold pool. The chef was a German young guy. Very friendly and knowledge. The food was very good. We had a steak (perfect Medium rare) and a pizza. For the steak u had a warm and cold buffet. That was really good and yummy. We would 100% recommend The NITMILUK NATIONALPARK and a dinner at the pool.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),We did a cruise through two of the gorges and the scenery was spectacular. The guide on the boat pointed out many features in the landscape and different flora and fauna which definitely added to the experience. Will definitely come back for a longer visit to this national park.
TripAdvisor,Nitmiluk (Katherine Gorge / Nitmiluk National Park),"This is a HUGE national park with many walking trails to explore. Unless you are experienced Please take advice from the Parks Rangers before you set off. Amazing variety of landscapes, wildlife and scenery. Some wild like (spiders and snakes and crocs) can be dangerous, so be aware. Loads of water needed - as in camel back + a couple of litres extra. BRILLIANT place"
